,piste,hour,day,infos-course,infos-conditions,infos_meteo,meteo_icon,infos_partants,fer,infos_arrivee
225,VINCENNES, 15h55,2 Jan,"Trot Attelé
44 000 €
2700 m
15 partants",Inconnu - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"8
Electra Wind
F
4 R.ch. Larue
R.ch. Larue 44 300 2700 6a1a5a6a6. 20
20",deferre_anterieurs_posterieurs,"7Ème 8
Electra Wind
R.ch. Larue 1'15""50 20
20"
226,VINCENNES, 15h55,2 Jan,"Trot Attelé
44 000 €
2700 m
15 partants",Inconnu - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"9
Evita Belli
F
4 D. Locqueneux
B.j. Crebas 44 730 2700 Da1a3a5a5. 49
62",False,"8Ème 9
Evita Belli
D. Locqueneux 1'15""50 49
62"
227,VINCENNES, 15h55,2 Jan,"Trot Attelé
44 000 €
2700 m
15 partants",Inconnu - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"10
Exquisa Bella
F
4 Leo Abrivard
L.cl. Abrivard 44 880 2700 2a1a9aDaD. 19
17",deferre_posterieurs,"13Ème 10
Exquisa Bella
Leo Abrivard 1'16""80 19
17"
228,VINCENNES, 15h55,2 Jan,"Trot Attelé
44 000 €
2700 m
15 partants",Inconnu - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"11
Energy Du Bouff.
F
4 M. Lenoir
M. Lenoir 45 280 2700 Da0a0aDa6. 13
14",deferre_anterieurs_posterieurs,"9Ème 11
Energy Du Bouff.
M. Lenoir 1'15""70 13
14"
229,VINCENNES, 15h55,2 Jan,"Trot Attelé
44 000 €
2700 m
15 partants",Inconnu - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"12
Elena Princesse
F
4 J.m. Bazire
Ph. Billard 45 400 2700 7a9a7a8a9. 15
10",deferre_anterieurs_posterieurs,"3Ème 12
Elena Princesse
J.m. Bazire 1'14""80 15
10"
230,VINCENNES, 15h55,2 Jan,"Trot Attelé
44 000 €
2700 m
15 partants",Inconnu - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"13
Ebella Aimef
F
4 E. Raffin
J.l. Bigeon 45 740 2700 1a2aDa5a4. 6
5,1",deferre_posterieurs,"2Ème 13
Ebella Aimef
E. Raffin 1'14""60 6
5,1"
231,VINCENNES, 15h55,2 Jan,"Trot Attelé
44 000 €
2700 m
15 partants",Inconnu - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"14
Etonne De Carsi
F
4 Y. Lebourgeois
F. Leblanc 46 080 2700 Da3a3a1a5. 3
3,4",deferre_anterieurs_posterieurs,"1Er 14
Etonne De Carsi
Y. Lebourgeois 1'14""50 3
3,4"
232,VINCENNES, 15h55,2 Jan,"Trot Attelé
44 000 €
2700 m
15 partants",Inconnu - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"15
Epatante Star
F
4 J.m. Baudouin
J.m. Baudouin 49 880 2700 1a3a0a6a3. 77
105",False,"14Ème 15
Epatante Star
J.m. Baudouin 1'17""60 77
105"
233,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"1
Demolition Blue
F
5 B. Marie
B. Marie 41 520 2100 8a8a8a8a4. 55
55",deferre_anterieurs_posterieurs,"5Ème 1
Demolition Blue
B. Marie 1'14""30 55
55"
234,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"2
Diablesse Du Lo.
F
5 F. Christophe
F. Christophe 41 620 2100 8m8m6m6m5. 160
223",False,"4Ème 2
Diablesse Du Lo.
F. Christophe 1'14""20 160
223"
235,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"3
Divine Majyc
F
5 J.m. Bazire
Mme S. Raimond 43 320 2100 7a4a1aDa2. 2,2
2",deferre_anterieurs_posterieurs,"1Er 3
Divine Majyc
J.m. Bazire 1'13""70 2,2
2"
236,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"4
Diana Tejy
F
5 F. Nivard
Th. Chalon 38 560 2100 0a6a6a3a8. 10
9,5",False,"8Ème 4
Diana Tejy
F. Nivard 1'14""70 10
9,5"
237,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"5
Daphne Clemaxel.
F
5 D. Armellini
D. Armellini 38 040 2100 Da4a5a5a3. 47
35",False,"9Ème 5
Daphne Clemaxel.
D. Armellini 1'14""80 47
35"
238,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"6 Diana Du Pech
NON PARTANT",False,"6 Diana Du Pech
NON PARTANT"
239,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"7
Diva Seya
F
5 T. Le Beller
E.g. Blot 41 100 2100 Da9a3a3a5. 6,6
10",deferre_anterieurs,"DAI 7
Diva Seya
T. Le Beller - 6,6
10"
240,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"8
Diana Jarzeenne
F
5 M. Abrivard
J. Warin 37 970 2100 6a2aDa9aD. 21
11",False,"10Ème 8
Diana Jarzeenne
M. Abrivard 1'15""10 21
11"
241,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"9
Dikaya Pride
F
5 Y. Lebourgeois
A.h. Post 41 420 2100 5a6a3a1a6. 6,3
8,2",deferre_posterieurs,"2Ème 9
Dikaya Pride
Y. Lebourgeois 1'14""00 6,3
8,2"
242,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"10
Diana Des Pins
F
5 D. Thomain
M.p. Marie 35 350 2100 1a1a6a9a7. 9
10",deferre_anterieurs_posterieurs,"6Ème 10
Diana Des Pins
D. Thomain 1'14""40 9
10"
243,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"11
Daily Music
F
5 E. Raffin
J.l. Bigeon 37 850 2100 DmDm0a0a0. 45
53",False,"7Ème 11
Daily Music
E. Raffin 1'14""50 45
53"
244,VINCENNES, 16h25,2 Jan,"Trot Attelé
36 000 €
2100 m
12 partants",Autostart - Corde à gauche Détails des conditions,"9°C, vent 18 km/h",icon-meteo-P5,"12
Diane Du Padoue.
F
5 B. Goop
S. Bouisson 37 600 2100 3a5a2a2a8. 11
9,7",deferre_anterieurs_posterieurs,"3Ème 12
Diane Du Padoue.
B. Goop 1'14""00 11
9,7"
245,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"1
Derby De Nay
H
5 Luc Roelens
Luc Roelens 21 400 2300 4aDaDa2a0. 23
28",False,"5Ème 1
Derby De Nay
Luc Roelens 1'16""10 23
28"
246,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"2
Baltic Pan
M
7 Lieven Cannaert
Lieven Cannaert 21 770 2300 0a0aDaDaD. 86
247",False,"7Ème 2
Baltic Pan
Lieven Cannaert 1'16""20 86
247"
247,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"3
Dream Crown
M
5 J.jr Van Den Putte
Norbert Janssens 20 710 2300 2a5a8aDa3. 3,4
9,9",deferre_anterieurs,"2Ème 3
Dream Crown
J.jr Van Den Putte 1'15""90 3,4
9,9"
248,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"4
Dandy D'hertals
H
5 Joseph Verbeeck
Ecurie Masus 17 890 2300 0a0a8a0aD. 48
83",False,"DAI 4
Dandy D'hertals
Joseph Verbeeck - 48
83"
249,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"5
Dur D'oreye
H
5 Rik Depuydt
Mme Carine De Soe. 17 583 2300 2a1a1a1a6. 1,7
1,4",deferre_anterieurs_posterieurs,"1Er 5
Dur D'oreye
Rik Depuydt 1'15""30 1,7
1,4"
250,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"6
Dorado Slipper
M
5 Nico D'haenens
Dirk Meulebrouck 17 961 2300 6a3a4a3a1. 13
16",deferre_anterieurs_posterieurs,"3Ème 6
Dorado Slipper
Nico D'haenens 1'15""90 13
16"
251,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"7
Beau Lulu
H
7 Jo Corbanie
Jo Corbanie 20 827 2300 DaDaDa3a6. 144
28",False,"9Ème 7
Beau Lulu
Jo Corbanie 1'16""80 144
28"
252,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"8
Bolzano Vici
H
7 Xavier Germis
Damien Germis 19 613 2300 0aDaDa7a8. -
216",False,"11Ème 8
Bolzano Vici
Xavier Germis 1'17""00 -
216"
253,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"9
Casanova De Rico
M
6 Hein Van Den Hende
Hein Van Den Hende 11 304 2300 2a3a1a3a1. 22
10",False,"4Ème 9
Casanova De Rico
Hein Van Den Hende 1'16""00 22
10"
254,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"10
Condor Sky
H
6 Philippe Masschae.
Mme G. Masschaele 14 318 2300 7a2m0mDm4. 54
150",False,"6Ème 10
Condor Sky
Philippe Masschael 1'16""20 54
150"
255,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"11
Durtal Blue
M
5 Jorgen Berggren
Anders Lindqvist 7 836 2300 0a1a6a5a0. 72
72",False,"10Ème 11
Durtal Blue
Jorgen Berggren 1'16""80 72
72"
256,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"12 Brady De Maltot
NON PARTANT",False,"12 Brady De Maltot
NON PARTANT"
257,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"13
Baron D'aalter
H
7 Mlle Hanna Huygens
Mme I. Huygens-de. 14 772 2300 1a5a4a8a2. 54
28",False,"DAI 13
Baron D'aalter
Mlle Hanna Huygens - 54
28"
258,MONS (GHLI., 16h55,2 Jan,"Trot Attelé
6 000 €
2300 m
14 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"14
Bel Espoir
M
7 Kristof Depuydt
Kristof Depuydt 15 609 2300 1a1a3a0a4. 23
12",False,"8Ème 14
Bel Espoir
Kristof Depuydt 1'16""50 23
12"
259,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"1
Classella Thice.
F
6 Joseph Verbeeck
Marc Grisez 19 280 2300 0a5a0a8a8a 41
26",deferre_anterieurs,"5Ème 1
Classella Thice.
Joseph Verbeeck 1'17""40 41
26"
260,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"2 Dirgana
NON PARTANT",False,"2 Dirgana
NON PARTANT"
261,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"3
Blue Note Melody
F
7 Marnix De Groote
Jean-marie Brecx 17 360 2300 0a5a8a7aD. 152
71",False,"7Ème 3
Blue Note Melody
Marnix De Groote 1'17""50 152
71"
262,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"4
Brooklyn Memory
F
7 Dries Devolder
Ronny Sonneville 17 974 2300 1a2a2a3aD. 1,7
1,4",deferre_anterieurs_posterieurs,"1Er 4
Brooklyn Memory
Dries Devolder 1'16""30 1,7
1,4"
263,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"5
Cassiopee Job
F
6 J.r. Declercq
Mlle Mélanie Gibon 21 480 2300 Da4a2a4a5a 14
11",False,"8Ème 5
Cassiopee Job
J.r. Declercq 1'17""60 14
11"
264,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"6
Cala Grand Large
F
6 Mlle Inge Bizoux
Mme Viviane Vancl. 21 929 2300 5a6a3a4a5. 28
13",False,"3Ème 6
Cala Grand Large
Mlle Inge Bizoux 1'17""10 28
13"
265,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"7
Durandal
F
5 Christophe De Gro.
Christophe De Gro. 20 920 2300 8a0a0a2aD. 22
35",False,"11Ème 7
Durandal
Christophe De Groo 1'22""20 22
35"
266,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"8
Belle Magnifique
F
7 Marc Moes
Mme Inge De Block 17 996 2300 6a4a5a0a5. 32
35",False,"9Ème 8
Belle Magnifique
Marc Moes 1'17""90 32
35"
267,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"9
Carla De Mareli.
F
6 Kristof Depuydt
Mme Carine De Soe. 6 510 2300 8aDa0a7a7. -
185",False,"6Ème 9
Carla De Mareli.
Kristof Depuydt 1'17""50 -
185"
268,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"10
Belzira D'ocque
F
7 Christophe Ahache
Christophe Ahache 17 046 2300 0aDa6a4aD. -
191",False,"4Ème 10
Belzira D'ocque
Christophe Ahache 1'17""10 -
191"
269,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"11
Daeneris Jiel
F
5 Marc Huygens
Mme I. Huygens-de. 16 210 2300 6a6aDmDa1. 15
25",deferre_anterieurs,"DAI 11
Daeneris Jiel
Marc Huygens - 15
25"
270,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"12
Djena De Nappes
F
5 Mlle Hanna Huygens
Mme I. Huygens-de. 15 040 2300 3aDa8a0aD. 22
14",False,"10Ème 12
Djena De Nappes
Mlle Hanna Huygens 1'19""40 22
14"
271,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"13
Cherie D'amay
F
6 Rik Depuydt
Mme Carine De Soe. 16 129 2300 5a4a7a6a0. 5,2
25",deferre_posterieurs,"DAI 13
Cherie D'amay
Rik Depuydt - 5,2
25"
272,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"14
Danae Du Hauty
F
5 Olivier Bizoux
Olivier Bizoux 15 130 2300 DaDa7aDa5. 76
61",False,"DAI 14
Danae Du Hauty
Olivier Bizoux - 76
61"
273,MONS (GHLI., 17h25,2 Jan,"Trot Attelé
6 000 €
2300 m
15 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"15
Danika Des Fore.
F
5 Geert Lannoo
Arsene Lannoo 15 360 2300 0a4a5a0a5. 15
29",False,"2Ème 15
Danika Des Fore.
Geert Lannoo 1'17""00 15
29"
274,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"1
Civka Burka Dar.
F
6 Hein Van Den Hende
Filip Ghekiere 51 410 2850 DaDmDa8m0. 32
114",False,"7Ème 1
Civka Burka Dar.
Hein Van Den Hende 1'17""50 32
114"
275,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"2
Goofy Greenwood
H
5 H.w. Langeweg Jr.
H.w. Langeweg Jr. 64 596 2850 1a8a1aDa1a 1,4
1,8",False,"1Er 2
Goofy Greenwood
H.w. Langeweg Jr. 1'15""20 1,4
1,8"
276,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"3
Eagle B Butcher
M
7 Jo Corbanie
Jo Corbanie 75 040 2850 6aDa5m4a7. 16
18",False,"2Ème 3
Eagle B Butcher
Jo Corbanie 1'16""30 16
18"
277,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"4
M.t. King Of Ca.
H
6 Joseph Verbeeck
Guido Laureys 82 228 2850 1a2a3aDmD. 5,6
3,6",False,"4Ème 4
M.t. King Of Ca.
Joseph Verbeeck 1'16""50 5,6
3,6"
278,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"5
By Vivant
H
13 Roger Van Roy
Winner Nv 85 627 2850 3a0a3a7a3. 26
32",False,"6Ème 5
By Vivant
Roger Van Roy 1'17""40 26
32"
279,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"6
Uranium Du Paou
H
10 Marc Moes
Daniel Moes 115 930 2850 0a0aDaDa4a -
156",False,"DAI 6
Uranium Du Paou
Marc Moes - -
156"
280,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"7 Jerry Mom
NON PARTANT",False,"7 Jerry Mom
NON PARTANT"
281,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"8
Valioso Tejy
H
9 Peter Hillen
Peter Hillen 159 050 2875 0a0aDa0a 71
231",False,"8Ème 8
Valioso Tejy
Peter Hillen 1'19""70 71
231"
282,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"9 Gosip Sidney
NON PARTANT",False,"9 Gosip Sidney
NON PARTANT"
283,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"10
Team Job
H
11 Lieven Cannaert
Yvan Teerlinck 350 622 2875 8a3a6a0a6. 19
33",False,"5Ème 10
Team Job
Lieven Cannaert 1'15""90 19
33"
284,MONS (GHLI., 17h57,2 Jan,"Trot Attelé
7 200 €
2850 m
11 partants",Internationale - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"11
Vinochka
F
9 Nico D'haenens
Filip Sap 407 148 2875 6a1a5a0a1. 10
4,6",False,"3Ème 11
Vinochka
Nico D'haenens 1'15""70 10
4,6"
285,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"1
Douglas Du Hauty
H
5 Olivier Bizoux
Olivier Bizoux 16 190 2300 3a4m0a8m0. 31
15",False,"10Ème 1
Douglas Du Hauty
Olivier Bizoux 1'17""70 31
15"
286,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"2
Cesar Teji
H
6 Peter Hillen
Peter Hillen 19 240 2300 0a7a0a0aDa 260
160",deferre_anterieurs,"DAI 2
Cesar Teji
Peter Hillen - 260
160"
287,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"3
Bogden
H
7 Dries Devolder
Dries Devolder 17 442 2300 2a3a5a1a3. 30
11",False,"1Er 3
Bogden
Dries Devolder 1'16""10 30
11"
288,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"4
Croque Tout
H
6 Marc Huygens
Mme I. Huygens-de. 17 062 2300 5aDa2a0a2. 30
9,6",deferre_anterieurs,"DAI 4
Croque Tout
Marc Huygens - 30
9,6"
289,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"5
Dan Patch
M
5 Jo Corbanie
Jo Corbanie 19 190 2300 6a0aDa5a7. 74
37",False,"6Ème 5
Dan Patch
Jo Corbanie 1'17""20 74
37"
290,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"6
Copain D'hasard
H
6 Rik Depuydt
Mme Carine De Soe. 21 945 2300 Da1a1a1a1. 1,1
1,4",False,"DAI 6
Copain D'hasard
Rik Depuydt - 1,1
1,4"
291,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"7
Boyfriend
H
7 Philippe Masschae.
Mme G. Masschaele 17 449 2300 4a7a5a0a0. 59
96",deferre_anterieurs,"7Ème 7
Boyfriend
Philippe Masschael 1'17""20 59
96"
292,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"8
Cyrius Rose
H
6 Hein Van Den Hende
Hein Van Den Hende 21 654 2300 0a1a4a1a3. 41
8",False,"2Ème 8
Cyrius Rose
Hein Van Den Hende 1'16""50 41
8"
293,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"9
Cocktail De Chi.
M
6 Raf Depuydt
Sébastien Verplan. 14 270 2300 Da7a0a5a0. 173
183",deferre_anterieurs,"8Ème 9
Cocktail De Chi.
Raf Depuydt 1'17""30 173
183"
294,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"10
Droopy
H
5 J.jr Van Den Putte
Matic V.o.f. 9 030 2300 6a6a2a6a4. 46
71",False,"5Ème 10
Droopy
J.jr Van Den Putte 1'17""00 46
71"
295,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"11
Curko
H
5 Kristof Depuydt
Kristof Depuydt 15 310 2300 Da0a0aDa8. 60
126",deferre_anterieurs_posterieurs,"9Ème 11
Curko
Kristof Depuydt 1'17""70 60
126"
296,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"12
Bucelio Verderie
M
7 Lieven Cannaert
Lieven Cannaert 14 279 2300 5aDa0aDa3. 432
124",False,"4Ème 12
Bucelio Verderie
Lieven Cannaert 1'16""90 432
124"
297,MONS (GHLI., 18h28,2 Jan,"Trot Attelé
6 000 €
2300 m
13 partants",Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"13
Brio De Janeiro
M
7 Geoffrey Lermusia.
Julien Degardin 10 960 2300 Dm2a4a4a6. 26
60",False,"3Ème 13
Brio De Janeiro
Geoffrey Lermusiau 1'16""70 26
60"
298,MONS (GHLI., 18h58,2 Jan,"Trot Attelé
5 400 €
2850 m
11 partants",Internationale - Autostart - Corde à gauche Détails des conditions,"6°C, vent 25 km/h",icon-meteo-P8c,"1
Cesar Charisma
H
9 Marc Huygens
Mme I. Huygens-de. 36 962 2850 7a5aDa3a4. 30
11",False,"6Ème 1
Cesar Charisma
Marc Huygens 1'17""40 30
11"
